token,relfreq
zero,19.926742860663566
change,19.45229660207634
job,18.028957826314656
liverpool,16.131172791965742
book,15.182280274791289
luck,14.70783401620406
bored,14.233387757616834
bitch,12.019305217543105
become,11.386710206093467
sorry,11.386710206093467
