token,relfreq
beautiful,87.82573989930002
safe,71.85742355397275
thank,29.367816582927986
heart,27.94455360432273
coming,27.14613778705637
each,25.54930615252364
whatever,23.952474517990915
sweet,22.355642883458184
sending,21.55722706619182
during,19.16197961439273
