token,relfreq
enjoy,47.11338221250116
favorite,42.92552601583439
wonderful,29.314993376667385
glad,25.127137180000616
dm,24.603655155417268
angel,21.98624503250054
sharing,17.79838883583377
mental,17.274906811250425
comments,16.75142478666708
spot,16.75142478666708
