token,relfreq
mercy,100.57036995452759
gt,27.999705271430976
imagine,26.28543760175153
myself,22.285479705832817
crazy,21.714057149273003
power,21.714057149273003
till,19.42836692303374
15,18.856944366473922
fight,17.71409925335429
impact,15.428409027115027
