token,tfidf
choso,0.0012094335819391251
insides,0.001159040516024995
xiaoma,0.0011086474501108647
signings,0.0011086474501108647
lateseason,0.0011086474501108647
mayman,0.0011086474501108647
explode,0.0009742659410065175
payments,0.0009070751864543439
ingame,0.0009070751864543439
backround,0.0009070751864543439
