token,relfreq
shower,33.258679646344845
hahaha,27.71556637195404
fake,26.923693047041063
mental,26.131819722128093
hehe,21.380579772650258
cute,21.380579772650258
bee,19.00495979791134
keeping,16.629339823172423
thankful,16.629339823172423
usually,15.837466498259449
