token,relfreq
anything,49.295289956773146
might,37.59810250940325
order,31.749508785718298
real,25.90091506203335
country,24.22988828383765
happy,19.68098205430491
death,19.216807949250548
invest,19.216807949250548
mates,18.3812945601527
waiting,17.54578117105485
