token,relfreq
may,59.75142340115637
marry,36.689470509481986
least,26.20676464962999
exam,25.158494063644792
working,19.39300584072619
baby,18.868870547733593
news,16.772329375763192
barely,16.772329375763192
truly,16.772329375763192
vaccinated,16.42290584710146
