token,relfreq
anything,36.785452619499495
fun,36.785452619499495
waiting,23.647790969678244
heard,23.647790969678244
real,22.771946859690164
taken,21.89610274970208
hopefully,20.144414529725914
sent,18.392726309749747
situation,17.516882199761664
thinking,17.516882199761664
