token,relfreq
mask,46.13747039178474
attention,28.741374998160985
heartbreaking,19.665151314531197
posting,19.665151314531197
realized,18.90879934089538
exam,18.15244736725957
suffering,16.639743419987937
ho,16.639743419987937
cute,15.505215459534213
crisis,15.127039472716305
