token,relfreq
stuck,37.99704360679971
cases,31.08849022374521
minhyuk,30.2249210508634
survive,27.634213532217967
omg,22.699532544321897
suffering,22.452798494927098
suddenly,21.589229322045288
jimin,20.725660149163478
moms,20.725660149163478
mask,19.862090976281664
