token,relfreq
may,53.77757924894489
x,31.82754690243677
working,23.047533963833523
touch,18.657527494531898
pics,18.657527494531898
funny,17.19419200476469
absolutely,16.46252425988109
deal,16.46252425988109
shower,15.365022642555683
least,15.365022642555681
