token,tfidf
ampamp,0.002264255568220326
paw,0.0011090231354548535
meow,0.0010166045408336157
salaam,0.0009703952435229969
boundaries,0.0009703952435229969
chubby,0.0008779766489017591
yuu,0.0007393487569699024
alternate,0.0007393487569699024
raya,0.0007393487569699024
malay,0.0007393487569699024
