token,relfreq
safe,48.78205411131218
during,28.695325947830693
miss,26.941722695463262
coming,25.825793353047622
story,24.869282488119936
missed,21.043239028409175
annoying,21.043239028409175
mask,19.449054253529695
hot,16.260684703770725
pink,16.260684703770725
