token,relfreq
viewers,137.8021785644816
mercy,40.39029371717564
8,26.134895934643065
v,25.34292939116903
league,22.967029760746936
fight,22.175063217272903
follows,22.175063217272903
crush,21.38309667379887
channel,21.38309667379887
saturday,18.21523049990274
