token,relfreq
myself,28.221173100027723
isn,16.932703860016634
nah,16.932703860016634
meme,16.932703860016634
sense,15.678429500015401
exciting,15.051292320014786
ha,15.051292320014786
crazy,14.42415514001417
zero,13.169880780012939
election,13.169880780012939
