token,tfidf
hybrid,0.0014609440945393157
tas,0.0009739627296928772
fluff,0.0009739627296928772
blokes,0.0009739627296928772
omgggg,0.0009739627296928772
hardcore,0.0009739627296928772
twinge,0.0009739627296928772
hung,0.0009739627296928772
wayyy,0.0009739627296928772
model,0.0009739627296928771
