token,relfreq
early,31.14828382692619
ppl,22.762207411984523
anxiety,16.772152829883332
realized,14.975136455252974
late,14.975136455252974
died,14.975136455252974
seems,13.777125538832736
exams,13.178120080622616
idk,12.77878310848254
past,12.279611893307438
