token,relfreq
fake,32.46856228597092
skin,24.531802616066916
conditioner,23.0887554033571
poured,23.0887554033571
website,22.36723179700219
sadly,21.64570819064728
hate,20.491270420479427
cell,18.038090158872734
dying,18.038090158872734
ben,18.038090158872734
