token,relfreq
drink,58.045337965067205
coming,41.15942146613857
pink,33.77183299785728
drunk,31.661093435491203
story,31.661093435491203
beautiful,29.550353873125125
wow,29.550353873125122
whatever,28.494984091942083
main,22.162765404843842
suddenly,21.107395623660803
