token,tfidf
rematch,0.0049402122045696965
hockey,0.00361445046972365
mercy,0.0034952927619305635
devil,0.002315724470892045
sentences,0.001347330601246281
notso,0.001347330601246281
eum,0.001347330601246281
affection,0.001221018357379442
woof,0.0010947061135126032
repent,0.0010104979509347105
