token,tfidf
yuta,0.0019462630470248126
awwww,0.0011789266854967458
nlewedim,0.0011298047402677146
erica,0.0011298047402677146
yaa,0.0009824389045806213
sweetheart,0.0008841950141225593
kimberly,0.0008841950141225593
ily,0.0008841950141225593
mvla,0.0008841950141225592
aisamaltaube,0.0008841950141225592
