token,relfreq
hockey,33.21374838601022
safe,31.023830910009544
wanted,22.81164037500702
challenge,20.986709145006458
annoying,20.986709145006458
coming,17.336846685005334
google,13.686984225004212
hot,13.23075141750407
corona,12.77451861000393
asking,12.31828580250379
