token,tfidf
botton,0.006644620472198723
doubt,0.003553026224717373
seconds,0.0033223102360993616
ability,0.0033223102360993616
acic,0.0012920095362608628
baiting,0.0012920095362608628
kickstarter,0.0012920095362608628
pudding,0.0011997231408136585
unhurt,0.0011997231408136585
profiling,0.0011997231408136585
