token,relfreq
job,55.33396957278393
playing,33.719137708415204
lockdown,19.88564531521922
down,18.44465652426131
hero,17.291865491494978
take,14.00641104811093
change,13.401195755908608
become,9.510526020322237
current,9.510526020322237
hello,9.222328262130654
