token,relfreq
heard,57.98194922407636
might,28.99097461203818
hour,28.99097461203818
thinking,28.02460879163691
waiting,25.125511330433092
fun,25.125511330433092
scary,24.642328420232456
real,22.226413869229273
5,20.77686513862736
ohh,19.327316408025453
