token,tfidf
manglik,0.0014565035088493622
plasma,0.0012799576289888336
hoga,0.0010151388091980402
heartbreaking,0.0007650321460622913
deepest,0.000706183519442115
devastating,0.0005296376395815863
marry,0.0005149254829265422
migraine,0.0004855011696164541
punishment,0.0004855011696164541
hospitalization,0.0004855011696164541
