token,relfreq
sorry,51.96278805176718
playing,33.534124847361376
job,32.62779714878404
miss,15.316938105956952
down,15.105461642955575
given,14.50124317723735
luck,14.048079327948685
artist,13.594915478660017
v,12.688587780082683
anymore,12.38647854722357
